id,date,code,payment_method,items,total,total_qty,raw_data
629,19/05/2025,INV-20250519-5375,credit card,"Besi Beton 12 IBD SNI,Besi Wiremesh M8 full SNI",21873000,3,"{""Besi Beton 12 IBD SNI"":""2x93500"",""Besi Wiremesh M8 full SNI"":""1x6273000""}"
630,16/04/2025,INV-20250416-1084,cash,"CNP Baja Ringan Prima Truss 0.65mm,Atap spandek 0.35 mm x 6m",8000,2,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
631,09/04/2025,INV-20250409-4406,transfer,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 TJ SNI",193500,3,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""Besi Beton 12 TJ SNI"":""2x893500""}"
632,19/04/2025,INV-20250419-7474,e-wallet,"Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm",40873000,3,"{""Besi Wiremesh M8 full SNI"":""2x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000""}"
633,16/04/2025,INV-20250416-8655,transfer,"Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m",12722500,4,"{""Besi Beton 12 TJ SNI"":""2x893500"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
634,07/04/2025,INV-20250407-6052,credit card,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI",193500,2,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""Besi Beton 12 IBD SNI"":""1x93500""}"
635,10/05/2025,INV-20250510-8935,cash,"Atap spandek 0.25 mm x 6m 1kg,Atap spandek 0.35 mm x 6m",2893500,3,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
636,24/04/2025,INV-20250424-8751,credit card,"Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.75mm",8000,2,"{""Besi Beton 12 IBD SNI"":""1x93500"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000""}"
637,05/05/2025,INV-20250505-4069,cash,"Besi Beton 12 TJ SNI,Bondek 0.75 x 1000 x 6M",10893500,3,"{""Besi Beton 12 TJ SNI"":""1x893500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
638,09/04/2025,INV-20250409-4540,e-wallet,"CNP Baja Ringan Prima Truss 0.75mm,WF 150 x 75 mm x 12m",8000,3,"{""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
639,08/04/2025,INV-20250408-6391,credit card,"Atap spandek 0.25 mm x 6m 1kg,CNP Baja Ringan Prima Truss 0.75mm",1873000,2,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000""}"
640,13/04/2025,INV-20250413-5940,e-wallet,"Besi Wiremesh M8 full SNI,Bondek 0.75 x 1000 x 6M",7300000,4,"{""Besi Wiremesh M8 full SNI"":""2x6273000"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
641,03/04/2025,INV-20250403-3326,e-wallet,"CNP Baja Ringan Prima Truss 0.65mm,WF 150 x 75 mm x 12m",1893500,3,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
642,13/04/2025,INV-20250413-6437,cash,"Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.65mm",11000,2,"{""Besi Beton 12 IBD SNI"":""1x93500"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000""}"
643,15/04/2025,INV-20250415-3306,e-wallet,"CNP Baja Ringan Prima Truss 0.65mm,Atap spandek 0.35 mm x 6m",193500,4,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
644,07/04/2025,INV-20250407-4611,e-wallet,"Besi Beton 12 IBD SNI,Besi Beton 12 TJ SNI",9000,2,"{""Besi Beton 12 IBD SNI"":""1x93500"",""Besi Beton 12 TJ SNI"":""1x893500""}"
645,18/04/2025,INV-20250418-5721,cash,"WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",11000,3,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
646,01/04/2025,INV-20250401-3532,credit card,"CNP Baja Ringan Prima Truss 0.75mm,Bondek 0.75 x 1000 x 6M",102722500,4,"{""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
647,21/05/2025,INV-20250521-1602,transfer,"WF 150 x 75 mm x 12m,Besi Beton 12 TJ SNI",7000,2,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""Besi Beton 12 TJ SNI"":""1x893500""}"
648,01/04/2025,INV-20250401-1200,e-wallet,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m",12722500,3,"{""Besi Beton 12 IBD SNI"":""1x93500"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
649,13/05/2025,INV-20250513-7178,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,Bondek 0.75 x 1000 x 6M",70000,3,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
650,05/04/2025,INV-20250405-6006,cash,"Besi Beton 12 IBD SNI,Bondek 0.75 x 1000 x 6M",1093500,3,"{""Besi Beton 12 IBD SNI"":""1x93500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
651,12/04/2025,INV-20250412-1468,cash,"Besi Beton 12 IBD SNI,Atap spandek 0.35 mm x 6m",173000,3,"{""Besi Beton 12 IBD SNI"":""2x93500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
652,02/04/2025,INV-20250402-9859,credit card,"CNP Baja Ringan Prima Truss 0.65mm,Besi Beton 12 TJ SNI",1893500,3,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Beton 12 TJ SNI"":""1x893500""}"
653,06/05/2025,INV-20250506-1332,transfer,"WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",198000,3,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
654,24/04/2025,INV-20250424-8493,transfer,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm",1893500,3,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000""}"
655,06/04/2025,INV-20250406-9351,credit card,"WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",52722500,2,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
656,02/04/2025,INV-20250402-4326,cash,"Besi Beton 12 TJ SNI,Atap spandek 0.35 mm x 6m",9000,3,"{""Besi Beton 12 TJ SNI"":""1x893500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
657,09/05/2025,INV-20250509-4263,cash,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m",198000,2,"{""Besi Beton 12 IBD SNI"":""1x93500"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
658,16/04/2025,INV-20250416-3081,cash,"WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",198000,3,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
659,30/04/2025,INV-20250430-2236,credit card,"CNP Baja Ringan Prima Truss 0.75mm,Bondek 0.75 x 1000 x 6M",5873000,2,"{""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
660,22/04/2025,INV-20250422-9948,transfer,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m",198000,2,"{""Besi Beton 12 IBD SNI"":""1x93500"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
661,04/04/2025,INV-20250404-3855,cash,"Besi Wiremesh M8 full SNI,Bondek 0.75 x 1000 x 6M",89350000,3,"{""Besi Wiremesh M8 full SNI"":""1x6273000"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
662,13/05/2025,INV-20250513-8310,e-wallet,"WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",52722500,2,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
663,22/04/2025,INV-20250422-7692,credit card,"CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI",2073000,2,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Wiremesh M8 full SNI"":""1x6273000""}"
664,18/04/2025,INV-20250418-1414,cash,"Besi Wiremesh M8 full SNI,Besi Beton 12 TJ SNI",40893500,3,"{""Besi Wiremesh M8 full SNI"":""2x6273000"",""Besi Beton 12 TJ SNI"":""1x893500""}"
665,17/04/2025,INV-20250417-4517,transfer,"WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",52722500,2,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
666,12/04/2025,INV-20250412-9263,cash,"WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",198000,3,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
667,20/05/2025,INV-20250520-8047,credit card,"Atap spandek 0.25 mm x 6m 1kg,CNP Baja Ringan Prima Truss 0.65mm",8935000,4,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000""}"
668,11/05/2025,INV-20250511-2889,cash,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm",18000,4,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000""}"
669,17/05/2025,INV-20250517-4936,cash,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m",193500,3,"{""Besi Beton 12 IBD SNI"":""2x93500"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
670,03/04/2025,INV-20250403-6967,cash,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m",18000,3,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
671,21/05/2025,INV-20250521-3852,transfer,"Besi Beton 12 IBD SNI,Besi Beton 12 TJ SNI",9000,2,"{""Besi Beton 12 IBD SNI"":""1x93500"",""Besi Beton 12 TJ SNI"":""1x893500""}"
672,30/04/2025,INV-20250430-2656,transfer,"Besi Beton 12 TJ SNI,Atap spandek 0.35 mm x 6m",93500,2,"{""Besi Beton 12 TJ SNI"":""1x893500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
673,05/05/2025,INV-20250505-5962,credit card,"Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm",20873000,2,"{""Besi Wiremesh M8 full SNI"":""1x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000""}"
674,10/04/2025,INV-20250410-2606,cash,"Besi Beton 12 IBD SNI,Atap spandek 0.35 mm x 6m",1873000,3,"{""Besi Beton 12 IBD SNI"":""1x93500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
675,17/05/2025,INV-20250517-8569,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m",18000,3,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
676,30/04/2025,INV-20250430-7725,credit card,"CNP Baja Ringan Prima Truss 0.75mm,Atap spandek 0.35 mm x 6m",7000,3,"{""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
677,06/04/2025,INV-20250406-5071,transfer,"CNP Baja Ringan Prima Truss 0.65mm,CNP Baja Ringan Prima Truss 0.75mm",9000,3,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000""}"
678,10/04/2025,INV-20250410-4351,credit card,"CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI",73000,2,"{""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""Besi Beton 12 TJ SNI"":""1x893500""}"
679,07/04/2025,INV-20250407-5423,transfer,"Bondek 0.75 x 1000 x 6M,Atap spandek 0.35 mm x 6m",593500,3,"{""Bondek 0.75 x 1000 x 6M"":""1x730000"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
680,01/04/2025,INV-20250401-5732,e-wallet,"Besi Wiremesh M8 full SNI,Bondek 0.75 x 1000 x 6M",7300000,4,"{""Besi Wiremesh M8 full SNI"":""2x6273000"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
681,12/05/2025,INV-20250512-4147,transfer,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 TJ SNI",1893500,2,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""Besi Beton 12 TJ SNI"":""1x893500""}"
682,05/05/2025,INV-20250505-7643,cash,"Atap spandek 0.25 mm x 6m 1kg,Atap spandek 0.35 mm x 6m",2893500,3,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
683,20/05/2025,INV-20250520-6708,credit card,"Atap spandek 0.25 mm x 6m 1kg,Atap spandek 0.35 mm x 6m",2893500,3,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
684,24/04/2025,INV-20250424-4255,e-wallet,"WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",58000,3,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
685,14/05/2025,INV-20250514-4374,credit card,"Besi Beton 12 TJ SNI,Atap spandek 0.35 mm x 6m",9000,3,"{""Besi Beton 12 TJ SNI"":""2x893500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
686,18/04/2025,INV-20250418-8430,transfer,"CNP Baja Ringan Prima Truss 0.65mm,Besi Beton 12 TJ SNI",193500,4,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Beton 12 TJ SNI"":""2x893500""}"
687,14/05/2025,INV-20250514-7624,transfer,"Besi Beton 12 IBD SNI,Besi Wiremesh M8 full SNI",21873000,3,"{""Besi Beton 12 IBD SNI"":""2x93500"",""Besi Wiremesh M8 full SNI"":""1x6273000""}"
688,19/04/2025,INV-20250419-3881,credit card,"CNP Baja Ringan Prima Truss 0.65mm,Atap spandek 0.35 mm x 6m",1893500,3,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
689,19/05/2025,INV-20250519-1797,cash,"CNP Baja Ringan Prima Truss 0.75mm,Atap spandek 0.35 mm x 6m",73000,2,"{""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
690,14/05/2025,INV-20250514-1675,credit card,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI",293500,3,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Beton 12 IBD SNI"":""1x93500""}"
691,17/05/2025,INV-20250517-5437,e-wallet,"WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",11000,3,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
692,14/05/2025,INV-20250514-3580,e-wallet,"Besi Beton 12 TJ SNI,Atap spandek 0.35 mm x 6m",1873000,4,"{""Besi Beton 12 TJ SNI"":""2x893500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
693,20/04/2025,INV-20250420-8101,credit card,"WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",7000,2,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
694,09/04/2025,INV-20250409-2761,credit card,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m",12722500,2,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
695,09/04/2025,INV-20250409-8633,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,Bondek 0.75 x 1000 x 6M",935000,2,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
696,10/05/2025,INV-20250510-8889,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI",2873000,3,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""Besi Beton 12 IBD SNI"":""2x93500""}"
697,19/05/2025,INV-20250519-8405,e-wallet,"Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m",198000,3,"{""Besi Beton 12 TJ SNI"":""2x893500"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
698,08/04/2025,INV-20250408-1134,cash,"WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",11000,3,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
699,11/04/2025,INV-20250411-8628,e-wallet,"CNP Baja Ringan Prima Truss 0.75mm,Bondek 0.75 x 1000 x 6M",5873000,2,"{""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
700,23/04/2025,INV-20250423-3326,cash,"WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",7000,2,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
701,27/04/2025,INV-20250427-9283,transfer,"CNP Baja Ringan Prima Truss 0.65mm,WF 150 x 75 mm x 12m",9000,2,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
702,01/04/2025,INV-20250401-9280,transfer,"CNP Baja Ringan Prima Truss 0.65mm,CNP Baja Ringan Prima Truss 0.75mm",1873000,3,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000""}"
703,17/05/2025,INV-20250517-6198,credit card,"Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm",20873000,2,"{""Besi Wiremesh M8 full SNI"":""1x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000""}"
704,11/05/2025,INV-20250511-2190,e-wallet,"CNP Baja Ringan Prima Truss 0.65mm,Besi Beton 12 TJ SNI",193500,4,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Beton 12 TJ SNI"":""2x893500""}"
705,01/04/2025,INV-20250401-9839,transfer,"CNP Baja Ringan Prima Truss 0.65mm,Bondek 0.75 x 1000 x 6M",935000,3,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
706,02/04/2025,INV-20250402-7133,credit card,"WF 150 x 75 mm x 12m,Besi Beton 12 TJ SNI",7000,2,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""Besi Beton 12 TJ SNI"":""1x893500""}"
707,24/04/2025,INV-20250424-7650,e-wallet,"CNP Baja Ringan Prima Truss 0.65mm,Besi Beton 12 TJ SNI",8000,2,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Beton 12 TJ SNI"":""1x893500""}"
708,03/05/2025,INV-20250503-2200,e-wallet,"WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",7000,2,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
709,10/04/2025,INV-20250410-7863,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,Besi Wiremesh M8 full SNI",48730000,4,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Wiremesh M8 full SNI"":""2x6273000""}"
710,19/04/2025,INV-20250419-5061,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 TJ SNI",193500,3,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""Besi Beton 12 TJ SNI"":""2x893500""}"
711,26/04/2025,INV-20250426-9890,credit card,"Atap spandek 0.25 mm x 6m 1kg,Atap spandek 0.35 mm x 6m",293500,4,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
712,30/04/2025,INV-20250430-6020,e-wallet,"CNP Baja Ringan Prima Truss 0.65mm,WF 150 x 75 mm x 12m",1893500,3,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
713,10/04/2025,INV-20250410-6008,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI",193500,2,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""Besi Beton 12 IBD SNI"":""1x93500""}"
714,16/05/2025,INV-20250516-6001,transfer,"Atap spandek 0.25 mm x 6m 1kg,Atap spandek 0.35 mm x 6m",1893500,2,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
715,13/04/2025,INV-20250413-7377,transfer,"Besi Beton 12 IBD SNI,Bondek 0.75 x 1000 x 6M",593500,2,"{""Besi Beton 12 IBD SNI"":""1x93500"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
716,01/05/2025,INV-20250501-2281,transfer,"Besi Beton 12 IBD SNI,Bondek 0.75 x 1000 x 6M",6873000,3,"{""Besi Beton 12 IBD SNI"":""2x93500"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
717,17/05/2025,INV-20250517-7983,cash,"CNP Baja Ringan Prima Truss 0.65mm,WF 150 x 75 mm x 12m",12722500,3,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
718,09/04/2025,INV-20250409-6608,transfer,"Besi Wiremesh M8 full SNI,Besi Beton 12 TJ SNI",2093500,3,"{""Besi Wiremesh M8 full SNI"":""1x6273000"",""Besi Beton 12 TJ SNI"":""2x893500""}"
719,05/04/2025,INV-20250405-5182,credit card,"WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",12722500,4,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
720,20/05/2025,INV-20250520-8548,transfer,"CNP Baja Ringan Prima Truss 0.65mm,CNP Baja Ringan Prima Truss 0.75mm",7000,2,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000""}"
721,07/05/2025,INV-20250507-9210,transfer,"Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m",12722500,4,"{""Besi Beton 12 TJ SNI"":""2x893500"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
722,14/05/2025,INV-20250514-5966,transfer,"Atap spandek 0.25 mm x 6m 1kg,Atap spandek 0.35 mm x 6m",2893500,3,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
723,07/05/2025,INV-20250507-6108,cash,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 TJ SNI",193500,3,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""Besi Beton 12 TJ SNI"":""2x893500""}"
724,11/04/2025,INV-20250411-3334,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m",28000,4,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
725,21/04/2025,INV-20250421-3547,credit card,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI",2873000,3,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""Besi Beton 12 IBD SNI"":""2x93500""}"
726,28/04/2025,INV-20250428-2009,cash,"CNP Baja Ringan Prima Truss 0.75mm,WF 150 x 75 mm x 12m",93500,2,"{""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
727,25/04/2025,INV-20250425-4184,e-wallet,"Besi Beton 12 IBD SNI,Bondek 0.75 x 1000 x 6M",593500,2,"{""Besi Beton 12 IBD SNI"":""1x93500"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
728,19/05/2025,INV-20250519-1586,transfer,"Besi Wiremesh M8 full SNI,Atap spandek 0.35 mm x 6m",20893500,2,"{""Besi Wiremesh M8 full SNI"":""1x6273000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
729,04/04/2025,INV-20250404-9117,cash,"CNP Baja Ringan Prima Truss 0.65mm,CNP Baja Ringan Prima Truss 0.75mm",1873000,3,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000""}"
730,19/04/2025,INV-20250419-9880,e-wallet,"CNP Baja Ringan Prima Truss 0.65mm,Besi Beton 12 TJ SNI",11000,3,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Beton 12 TJ SNI"":""2x893500""}"
731,24/04/2025,INV-20250424-1261,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m",18000,3,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
732,10/05/2025,INV-20250510-3119,credit card,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm",9000,2,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000""}"
733,10/05/2025,INV-20250510-7608,transfer,"WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",198000,3,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
734,14/05/2025,INV-20250514-9014,cash,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.75mm",93500,2,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000""}"
735,10/04/2025,INV-20250410-9050,transfer,"WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",52722500,2,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
736,19/04/2025,INV-20250419-2084,transfer,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m",12722500,3,"{""Besi Beton 12 IBD SNI"":""1x93500"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
737,08/05/2025,INV-20250508-1940,e-wallet,"CNP Baja Ringan Prima Truss 0.65mm,Bondek 0.75 x 1000 x 6M",573000,2,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
738,07/04/2025,INV-20250407-6892,cash,"CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI",4198000,4,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Wiremesh M8 full SNI"":""2x6273000""}"
